"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Pityogenes bistridentatus";NA;NA;NA;0
"Pityogenes chalcographus";1;NA;NA;0
"Pityophagus ferrugineus";1;NA;NA;0
"Pityophthorus juglandis";NA;NA;NA;0
"Pityophthorus micrographus";1;NA;NA;0
"Pityophthorus traeghardhi";1;NA;NA;0
"Pityopsis falcata";1;0;NA;0
"Pityrogramma calomelanos";1;NA;NA;NA
"Pityrogramma calomelanos aureoflava";1;NA;NA;NA
"Pityrogramma calomelanos calomelanos";1;NA;NA;NA
"Pityrogramma tartarea";1;NA;NA;NA
"Placida dendritica";0;0;NA;1
"Placidochromis electra";0;1;NA;0
"Placobdella parasitica";1;1;NA;0
"Placochilus seladonicus";NA;NA;NA;0
"Placonotus politissimus";NA;NA;NA;0
"Placonotus testaceus";1;NA;NA;0
"Placopsidella cynocephala";NA;NA;NA;0
"Placopsidella grandis";NA;NA;NA;0
"Placopsidella marquesana";NA;NA;NA;0
"Placopsidella phaenota";NA;NA;NA;0
"Placotettix taeniatifrons";NA;NA;NA;0
"Plagianthus regius";NA;NA;NA;0
"Plagiobothrys canescens";1;NA;NA;0
"Plagiobothrys figuratus";NA;NA;NA;0
"Plagiobothrys reticulatus";NA;NA;NA;0
"Plagiobothrys salsus";NA;NA;NA;0
"Plagiobothrys scouleri";1;NA;NA;0
"Plagiobothrys stipitatus";1;NA;NA;0
"Plagiobothrys trachycarpus";NA;NA;NA;0
"Plagiodera versicolora";1;NA;NA;0
"Plagiognathus chrysanthemi";NA;NA;NA;0
"Plagiognathus vitellinus";NA;NA;NA;0
"Plagiohammus spinipennis";NA;NA;NA;0
"Plagiolepis allaudi";NA;NA;NA;0
"Plagiolepis alluaudi";1;NA;NA;0
"Plagiolepis exigua";NA;NA;NA;0
"Plagiolepis obscuriscapa";1;NA;NA;0
"Plagiolepis pygmaea";1;NA;NA;0
"Plagiolepis schmitzii";NA;NA;NA;0
"Plagiolepis taurica";1;NA;NA;0
"Plagiolepis vindobonensis";NA;NA;NA;0
"Plagiomerus diaspidis";1;NA;NA;0
"Plagioscion squamosissimus";0;1;NA;0
"Plagius grandis";1;0;NA;0
"Plagopterus argentissimus";0;1;NA;0
"Plagusia squamosa";NA;NA;NA;1
"Planaria torva";0;1;NA;0
"Planaxis savignyi";NA;NA;NA;1
"Planchonia arabidis";NA;NA;NA;0
"Planchonia stentae";NA;NA;NA;0
"Planiliza carinata";0;0;NA;1
"Planiliza haematocheila";0;1;1;1
"Planiliza haematocheilus";0;1;NA;1
"Planiliza subviridis";0;1;1;1
"Planispirinella exigua";NA;NA;NA;1
"Planktolyngbya circumcreta";NA;1;NA;0
"Planktolyngbya undulata";NA;1;NA;0
"Planktothrix rubescens";0;1;NA;0
"Planococcus citri";1;NA;NA;0
"Planococcus ficus";NA;NA;NA;0
"Planococcus halli";1;NA;NA;0
"Planococcus japonicus";NA;NA;NA;0
"Planococcus mali";NA;NA;NA;0
"Planococcus minor";1;NA;NA;0
"Planococcus vovae";NA;NA;NA;0
"Planodes virginicum";NA;NA;NA;0
"Planogypsina acervalis";NA;NA;NA;1
"Planogypsina squamiformis";NA;NA;NA;1
"Planorbarius corneus";0;1;NA;0
"Planorbella duryi";1;1;NA;0
"Planorbella tenue";1;1;NA;0
"Planorbella trivolvis";0;1;NA;0
"Planorbis carinatus";0;1;NA;0
"Planostrea pestigris";NA;NA;NA;1
"Plantago afra";1;NA;NA;0
"Plantago albicans";1;NA;NA;0
"Plantago alpina";1;NA;NA;0
"Plantago altissima";1;NA;NA;0
"Plantago amplexicaulis";1;NA;NA;0
"Plantago arenaria";1;NA;NA;0
"Plantago arenaria arenaria";1;NA;NA;0
"Plantago aristata";1;NA;NA;0
"Plantago asiatica";1;NA;NA;0
"Plantago australis";1;NA;NA;0
"Plantago bellardii";1;NA;NA;0
"Plantago bigelovii";1;NA;NA;0
"Plantago caffra";NA;NA;NA;0
"Plantago cornuti";NA;NA;NA;0
"Plantago coronopus";1;0;NA;0
"Plantago cretica";1;NA;NA;0
"Plantago cupanii";NA;NA;NA;0
"Plantago debilis";1;NA;NA;0
"Plantago depressa";1;NA;NA;0
"Plantago elongata";NA;NA;NA;0
"Plantago eriopoda";NA;NA;NA;0
"Plantago exigua";NA;NA;NA;0
"Plantago firma";1;NA;NA;0
"Plantago floccosa";NA;NA;NA;0
"Plantago heterophylla";1;NA;NA;0
"Plantago hookeriana";NA;NA;NA;0
"Plantago lagopus";1;NA;NA;0
"Plantago lanceolata";1;0;NA;0
"Plantago lanceolata altissima";1;NA;NA;0
"Plantago lanceolata lanceolata";1;NA;NA;0
"Plantago loeflingii";1;NA;NA;0
"Plantago macrorhiza";1;NA;NA;0
"Plantago major";1;NA;NA;0
"Plantago major major";NA;NA;NA;0
"Plantago maritima";1;0;NA;0
"Plantago maritima ciliata";NA;NA;NA;0
"Plantago maritima serpentina";1;NA;NA;0
"Plantago maxima";1;NA;NA;0
"Plantago media";1;NA;NA;0
"Plantago myosuros";1;NA;NA;0
"Plantago ovata";1;NA;NA;0
"Plantago palmata";1;NA;NA;0
"Plantago patagonica";1;NA;NA;0
"Plantago psyllium";1;NA;NA;0
"Plantago pusilla";NA;NA;NA;0
"Plantago rhodosperma";1;NA;NA;0
"Plantago rugelii";1;NA;NA;0
"Plantago sempervirens";1;NA;NA;0
"Plantago serraria";1;NA;NA;0
"Plantago squarrosa";1;NA;NA;0
"Plantago subnuda";NA;NA;NA;0
"Plantago subulata";1;NA;NA;0
"Plantago triandra";1;NA;NA;0
"Plantago turrifera";NA;NA;NA;0
"Plantago uliginosa";NA;NA;NA;0
"Plantago urvillei";NA;NA;NA;0
"Plantago virginica";1;NA;NA;0
"Plantago weldenii";NA;NA;NA;0
"Plantago wrightiana";NA;NA;NA;0
"Plastanoxus laevis";1;NA;NA;0
"Platalea ajaja";1;0;0;0
"Platalea alba";1;0;0;0
"Platalea leucorodia";1;0;0;0
"Platanus hispanica";1;NA;NA;0
"Platanus hybrida";1;NA;NA;0
"Platanus occidentalis";1;NA;NA;0
"Platanus occidentalis x orientalis";NA;NA;NA;0
"Platanus orientalis";1;NA;NA;0
"Platanus wrightii";NA;NA;NA;0
"Platax orbicularis";0;0;1;1
"Platax teira";0;0;NA;1
"Platessa uniseriata";NA;1;NA;NA
"Platichthys flesus";0;1;1;1
"Platichthys stellatus";0;1;NA;1
"Platnickina tincta";1;NA;NA;NA
"Platonia insignis";1;NA;NA;0
"Platorchestia platensis";1;0;1;1
"Platostoma africanum";1;NA;NA;0
"Platostoma menthoides";NA;NA;NA;0
"Platphalonidia mystica";NA;NA;NA;0
"Platybunus pinetorum";1;NA;NA;NA
"Platycapnos spicata";1;NA;NA;0
"Platycephalus indicus";0;0;1;1
"Platycercus adscitus";1;0;0;0
"Platycercus caledonicus";1;0;0;0
"Platycercus elegans";1;0;0;0
"Platycercus eximius";1;0;0;0
"Platycercus icterotis";1;0;0;0
"Platycercus venustus";1;0;0;0
"Platycerium bifurcatum";1;NA;NA;NA
"Platychirograpsus spectabilis";NA;NA;NA;1
"Platycladus orientalis";1;NA;NA;NA
"Platycoccus tylocephalus";NA;NA;NA;0
"Platycodon grandiflorus";1;NA;NA;0
"Platycorypha nigrivirga";NA;NA;NA;0
"Platydemus manokwari";1;NA;NA;0
"Platydoras costatus";0;1;NA;0
"Platygaster demades";NA;NA;NA;0
"Platygaster hiemalis";NA;NA;NA;0
"Platygaster robiniae";1;NA;NA;0
"Platygobio gracilis";0;1;NA;0
"Platylobium formosum";NA;NA;NA;0
"Platylomalus gardineri";1;NA;NA;0
"Platymiscium stipulare";NA;NA;NA;0
"Platynereis australis";0;0;NA;1
"Platynota rostrana";1;NA;NA;0
"Platyobria biemani";NA;NA;NA;0
"Platyptilia carduidactylus";NA;NA;NA;0
"Platypus cylindrus";1;NA;NA;0
"Platyscapa quadraticeps";1;NA;NA;0
"Platystethus degener";NA;NA;NA;0
"Platystethus spiculus";1;0;NA;0
"Platystoma seminationis";NA;NA;NA;0
"Platythyrea parallela";NA;NA;NA;0
"Platythyrea punctata";NA;NA;NA;0
"Plautia stali";NA;NA;NA;0
"Plecoglossus altivelis";0;1;1;1
"Plecoglossus altivelis altivelis";0;1;NA;1
"Plecostachys serpyllifolia";1;0;NA;0
"Plectocephalus americanus";NA;NA;NA;0
"Plectocephalus rothrockii";1;0;NA;0
"Plectorhinchus chaetodonoides";0;0;NA;1
"Plectorhinchus gaterinus";0;0;NA;1
"Plectranthus africanus";1;NA;NA;0
"Plectranthus barbatus";1;NA;NA;0
"Plectranthus barbatus barbatus";1;NA;NA;0
"Plectranthus barbatus grandis";1;NA;NA;0
"Plectranthus caninus";1;NA;NA;0
"Plectranthus ciliatus";1;NA;NA;0
"Plectranthus ecklonii";1;NA;NA;0
"Plectranthus esculentus";1;NA;NA;0
"Plectranthus fruticosus";1;NA;NA;0
"Plectranthus glabratus";NA;NA;NA;0
"Plectranthus graveolens";1;NA;NA;0
"Plectranthus monostachyus";1;NA;NA;0
"Plectranthus montanus";NA;NA;NA;0
"Plectranthus neochilus";1;NA;NA;0
"Plectranthus oertendahlii";1;NA;NA;0
"Plectranthus ornatus";1;NA;NA;0
"Plectranthus parviflorus";1;NA;NA;0
"Plectranthus prostratus";1;NA;NA;0
"Plectranthus punctatus";1;NA;NA;0
"Plectranthus rotundifolius";1;NA;NA;0
"Plectranthus saccatus";NA;NA;NA;0
"Plectranthus scutellarioides";1;NA;NA;0
"Plectranthus unguentarius";NA;NA;NA;0
"Plectranthus verticillatus";1;NA;NA;0
"Plectrochilus diabolicus";0;1;NA;0
"Plectrochilus machadoi";0;1;NA;0
"Plectrochilus wieneri";0;1;NA;0
"Plectropterus gambensis";1;0;0;0
"Plectrothrips orientalis";NA;NA;NA;0
"Plegaderus otti";1;NA;NA;0
"Plegadis falcinellus";1;0;0;0
"Plegadis ridgwayi";1;0;0;0
"Pleioblastus argenteostriatus";1;NA;NA;NA
"Pleioblastus distichus";1;NA;NA;NA
"Pleioblastus fortunei";1;NA;NA;NA
"Pleioblastus gramineus";1;NA;NA;NA
"Pleioblastus simonii";1;NA;NA;NA
"Pleioblastus viridistriatus";1;NA;NA;NA
"Pleistodontes froggatti";NA;NA;NA;0
"Pleistodontes imperialis";NA;NA;NA;0
"Pleolophus basizonus";NA;NA;NA;0
"Pleonotoma jasminifolia";1;NA;NA;0
"Pleopis polyphemoides";0;0;1;1
"Pleopis schmackeri";0;1;NA;1
"Pleotrichophorus chrysanthemi";NA;NA;NA;0
"Pleotrichophorus glandulosus";NA;NA;NA;0
"Plerandra elegantissima";1;NA;NA;0
"Pleroma elegans";1;NA;NA;0
"Pleroma granulosum";1;NA;NA;0
"Pleroma heteromalla";NA;NA;NA;0
"Pleroma mutabile";1;NA;NA;0
"Pleroma urvilleanum";1;NA;NA;0
"Pleroma vimineum";1;NA;NA;0
"Plesiothrips perplexus";1;NA;NA;0
"Plestiodon japonicus";1;NA;NA;NA
"Plethodon montanus";NA;NA;NA;0
"Plethodon shenandoah";NA;NA;NA;0
"Pleurobranchaea maculata";0;0;NA;1
"Pleurobranchus forskalii";0;0;NA;1
"Pleurodeles waltl";1;1;NA;0
"Pleurodema brachyops";NA;NA;NA;0
"Pleurodiscus balmei";1;0;NA;0
"Pleurolithobius patriarchalis";1;NA;NA;NA
"Pleurolobus salicifolius";NA;NA;NA;0
"Pleurophorus caesus";NA;NA;NA;0
"Pleurosigma planctonicum";NA;NA;NA;1
"Pleurosigma simonsenii";NA;NA;NA;1
"Pleurosira laevis";NA;1;NA;1
"Pleurosira laevis f. polymorpha";NA;1;NA;1
"Pleurospermum austriacum";1;NA;NA;0
"Pleurothyrium trianae";1;NA;NA;0
"Plexippus paykulli";1;NA;NA;NA
"Plicatula plicata";0;0;NA;1
"Plinia cauliflora";1;NA;NA;0
"Plinthisus brevipennis";NA;NA;NA;0
"Plinthisus woodwardi";NA;NA;NA;0
"Plocamium secundatum";NA;NA;NA;1
"Plocamopherus ocellatus";0;0;NA;1
"Plocamopherus tilesii";NA;NA;NA;1
"Ploceus aurantius";1;0;0;0
"Ploceus benghalensis";1;0;0;0
"Ploceus capensis";1;0;0;0
"Ploceus castaneiceps";1;0;0;0
"Ploceus cucullatus";1;0;0;0
"Ploceus galbula";1;0;0;0
"Ploceus intermedius";1;0;0;0
"Ploceus jacksoni";1;0;0;0
"Ploceus manyar";1;0;0;0
"Ploceus melanocephalus";1;0;0;0
"Ploceus nigerrimus";1;0;0;0
"Ploceus philippinus";1;0;0;0
"Ploceus rubiginosus";1;0;0;0
"Ploceus subaureus";1;0;0;0
"Ploceus velatus";1;0;0;0
"Ploceus vitellinus";1;0;0;0
"Plochionus pallens";1;NA;NA;0
"Plodia interpunctella";1;NA;NA;0
"Ploiaria chilensis";NA;NA;NA;0
"Plotosus lineatus";0;0;1;1
"Pluchea camphorata";1;0;NA;0
"Pluchea carolinensis";1;0;NA;0
"Pluchea dioscoridis";1;0;NA;0
"Pluchea fosbergii";1;0;NA;0
"Pluchea indica";1;0;NA;0
"Pluchea odorata";1;0;NA;0
"Pluchea odorata succulenta";NA;NA;NA;0
"Pluchea ovalis";1;0;NA;0
"Pluchea rufescens";1;0;NA;0
"Pluchea sagittalis";1;0;NA;0
"Pluchea yucatanensis";1;0;NA;0
"Plumatella casmiana";0;1;1;1
"Plumatella emarginata";0;1;NA;1
"Plumbago auriculata";1;NA;NA;0
"Plumbago indica";1;NA;NA;0
"Plumbago zeylanica";1;NA;NA;0
"Plumeria alba";1;NA;NA;0
"Plumeria obtusa";1;0;NA;0
"Plumeria pudica";1;NA;NA;0
"Plumeria rubra";1;NA;NA;0
"Plumularia obliqua";0;0;NA;1
"Plumularia pulchella";0;NA;NA;1
"Plumularia setacea";0;0;NA;1
"Plutella porrectella";1;NA;NA;0
"Plutella xylostella";1;0;NA;0
"Pluvialis apricaria";1;0;0;0
"Pluvialis squatarola";1;0;0;0
"Pluvianus aegyptius";1;0;0;0
"Pnigalio pectinicornis";NA;NA;NA;0
"Pnigalio soemius";NA;NA;NA;0
"Poa alpina";1;NA;NA;NA
"Poa angustifolia";1;NA;NA;NA
"Poa annua";1;0;NA;0
"Poa bulbosa";1;0;NA;0
"Poa bulbosa bulbosa";1;NA;NA;NA
"Poa chaixii";1;NA;NA;NA
"Poa colensoi";1;NA;NA;NA
"Poa compressa";1;NA;NA;NA
"Poa flabellata";1;NA;NA;NA
"Poa glauca";1;NA;NA;NA
"Poa humilis";1;NA;NA;NA
"Poa infirma";1;NA;NA;NA
"Poa lanigera";1;NA;NA;NA
"Poa laxa";1;NA;NA;NA
"Poa nemoralis";1;0;NA;0
"Poa nemoralis nemoralis";1;NA;NA;NA
"Poa palustris";1;NA;NA;NA
"Poa pratensis";1;0;NA;0
"Poa pratensis pratensis";1;NA;NA;NA
"Poa sieberiana";1;NA;NA;NA
"Poa stenantha";1;NA;NA;NA
"Poa supina";1;NA;NA;NA
"Poa trivialis";1;0;NA;0
"Poacynum sarmatiense";NA;NA;NA;0
"Poacynum venetum";1;NA;NA;0
"Podachaenium eminens";1;0;NA;0
"Podalonia tydei";NA;NA;NA;0
"Podalyria calyptrata";NA;NA;NA;0
"Podalyria sericea";1;NA;NA;0
"Podarcis muralis";1;NA;NA;NA
"Podarcis muralis maculiventris";1;NA;NA;NA
"Podarcis muralis nigriventris";1;NA;NA;NA
"Podarcis siculus";1;NA;NA;NA
"Podarcis siculus campestris";1;NA;NA;NA
"Podarcis siculus cettii";1;NA;NA;NA
"Podargus strigoides";1;0;0;0
"Podarkeopsis capensis";0;0;NA;1
"Podiceps auritus";1;0;0;0
"Podiceps auritus f. cornutus";1;1;NA;1
"Podisus maculiventris";1;NA;NA;0
"Podocarpus latifolius";1;NA;NA;NA
"Podocarpus macrophyllus";1;NA;NA;NA
"Podocarpus macrophyllus maki";1;NA;NA;NA
"Podocarpus salignus";1;NA;NA;NA
"Podocarpus totara";1;NA;NA;NA
"Podocerus brasiliensis";0;0;NA;1
"Podocnemis expansa";0;1;NA;0
"Podocnemis lewyana";1;1;NA;0
"Podocnemis unifilis";NA;1;NA;NA
"Podocoma hieracifolia";1;NA;NA;0
"Podolepis auriculata";1;0;NA;0
"Podolobium ilicifolium";NA;NA;NA;0
"Podon intermedius";0;0;NA;1
"Podonevadne trigona";0;1;NA;1
"Podonevadne trigona trigona";0;1;NA;1
"Podophthalmus nacreus";0;0;NA;1
"Podophyllum hexandrum";1;NA;NA;0
"Podophyllum peltatum";NA;NA;NA;0
"Podothrips semiflavus";1;NA;NA;0
"Podranea brycei";NA;NA;NA;0
"Podranea ricasoliana";1;NA;NA;0
"Poecile palustris";1;0;0;0
"Poecilia formosa";0;1;NA;0
"Poecilia kykesis";0;1;NA;0
"Poecilia latipinna";0;1;1;1
"Poecilia latipunctata";0;1;NA;0
"Poecilia mexicana";0;1;1;0
"Poecilia petenensis";0;1;NA;0
"Poecilia reticulata";0;1;1;0
"Poecilia salvatoris";0;1;NA;0
"Poecilia sphenops";0;1;1;0
"Poecilia velifera";0;1;1;0
"Poecilia vivipara";0;1;1;0
"Poeciliopsis gracilis";0;1;NA;0
"Poeciliopsis occidentalis";0;1;NA;0
"Poecilium lividum";NA;NA;NA;0
"Poecilocrypticus formicophilus";NA;NA;NA;0
"Poecilopsetta beanii";0;0;NA;1
"Poecilothrips albopictus";NA;NA;NA;0
"Poephila acuticauda";1;0;0;0
"Pogona vitticeps";1;NA;NA;NA
"Pogonatherum crinitum";1;NA;NA;NA
"Pogonias cromis";0;0;NA;1
"Pogonichthys macrolepidotus";0;1;NA;0
"Pogostemon auricularius";1;NA;NA;0
"Pogostemon cablin";1;NA;NA;0
"Pogostemon heyneanus";1;NA;NA;0
"Pogostemon plectranthoides";NA;NA;NA;0
"Poicephalus crassus";1;0;0;0
"Poicephalus cryptoxanthus";1;0;0;0
"Poicephalus meyeri";1;0;0;0
"Poicephalus robustus";1;0;0;0
"Poicephalus rueppellii";1;0;0;0
"Poicephalus senegalus";1;0;0;0
"Polanisia dodecandra";1;NA;NA;0
"Polanisia jamesii";NA;NA;NA;0
"Polanisia uniglandulosa";1;NA;NA;0
"Polemonium caeruleum";1;NA;NA;0
"Polemonium cuspidatum";1;NA;NA;0
"Polemonium micranthum";NA;NA;NA;0
"Polemonium reptans";1;NA;NA;0
"Polhillides velutina";1;NA;NA;0
"Poliaspis cycadis";NA;NA;NA;0
"Poliaspoides formosana";NA;NA;NA;0
"Polistes buyssoni";NA;NA;NA;0
"Polistes carnifex";NA;NA;NA;0
"Polistes chinensis";1;NA;NA;0
"Polistes dominula";1;NA;NA;0
"Polistes gallicus";1;NA;NA;0
"Polistes humilis";1;NA;NA;0
"Polistes jokahamae";1;NA;NA;0
"Polistes nimpha";NA;NA;NA;0
"Polistes olivaceus";1;NA;NA;0
"Polistes versicolor";NA;NA;NA;0
"Pollenia angustigena";NA;NA;NA;0
"Pollenia griseotomentosa";NA;NA;NA;0
"Pollenia intermedia";NA;NA;NA;0
"Pollenia pediculata";NA;NA;NA;0
"Pollenia pseudorudis";NA;NA;NA;0
"Pollenia rudis";1;NA;NA;0
"Pollenia vagabunda";NA;NA;NA;0
"Pollicipes pollicipes";0;0;NA;1
"Pollimyrus castelnaui";0;1;NA;0
"Pollinia pollini";NA;NA;NA;0
"Polyalthia longifolia";1;NA;NA;0
"Polyalthia suberosa";1;NA;NA;0
"Polyandrocarpa anguinea";0;0;NA;1
"Polyandrocarpa sagamiensis";0;0;NA;1
"Polyandrocarpa zorritensis";0;0;NA;1
"Polybia ruficeps";NA;NA;NA;0
"Polycarena rariflora";1;NA;NA;0
"Polycarpa cryptocarpa";0;0;NA;1
"Polycarpa insulsa";0;0;NA;1
"Polycarpaea corymbosa";1;NA;NA;0
"Polycarpaea eriantha";1;NA;NA;0
"Polycarpon alsinifolium";1;NA;NA;0
"Polycarpon apurense";1;NA;NA;0
"Polycarpon prostratum";NA;NA;NA;0
"Polycarpon tetraphyllum";1;NA;NA;0
"Polycarpon tetraphyllum diphyllum";NA;NA;NA;0
"Polycarpon tetraphyllum tetraphyllum";1;NA;NA;0
"Polycera capensis";NA;NA;NA;1
"Polycera hedgpethi";0;0;NA;1
"Polycerella emertoni";NA;NA;NA;1
"Polycirrus twisti";0;0;NA;1
"Polyclinum aurantium";0;0;NA;1
"Polyclinum constellatum";0;0;NA;1
"Polycnemum arvense";1;NA;NA;0
"Polycnemum heuffelii";1;NA;NA;0
"Polycnemum majus";1;NA;NA;0
"Polydesma umbricola";NA;NA;NA;0
"Polydesmus denticulatus";1;0;NA;0
"Polydora aggregata";0;0;NA;1
"Polydora ciliata";0;1;NA;1
"Polydora colonia";0;0;NA;1
"Polydora cornuta";0;0;NA;1
"Polydora haswelli";0;0;NA;1
"Polydora hoplura";0;0;NA;1
"Polydora nuchalis";0;0;NA;1
"Polydora spongicola";0;0;NA;1
"Polydora websteri";0;0;NA;1
"Polydrusus cervinus";NA;NA;NA;0
"Polydrusus formosus";1;NA;NA;0
"Polydrusus impressifrons";NA;NA;NA;0
"Polydrusus inustus";1;NA;NA;0
"Polydrusus viridinitens";1;NA;NA;0
"Polygala ambigua";1;NA;NA;0
"Polygala caucasica";NA;NA;NA;0
"Polygala curtissii";1;NA;NA;0
"Polygala dalmaisiana";NA;NA;NA;0
"Polygala duarteana";1;NA;NA;0
"Polygala fruticosa";NA;NA;NA;0
"Polygala glaucoides";1;NA;NA;0
"Polygala glomerata";1;NA;NA;0
"Polygala lancifolia";NA;NA;NA;0
"Polygala longicaulis";NA;NA;NA;0
"Polygala longifolia";NA;NA;NA;0
"Polygala monspeliaca";1;NA;NA;0
"Polygala myrtifolia";1;NA;NA;0
"Polygala paniculata";1;NA;NA;0
"Polygala sanguinea";1;NA;NA;0
"Polygala senega";1;NA;NA;0
"Polygala serpyllifolia";NA;NA;NA;0
"Polygala verticillata";1;NA;NA;0
"Polygala virgata";1;NA;NA;0
"Polygala virgata decora";NA;NA;NA;0
"Polygala vulgaris";1;0;NA;0
"Polygaloides chamaebuxus";NA;NA;NA;0
"Polygonatum biflorum";1;NA;NA;NA
"Polygonatum hybridum";1;NA;NA;NA
"Polygonatum latifolium";1;NA;NA;NA
"Polygonatum multiflorum";1;NA;NA;NA
"Polygonum achoreum";1;NA;NA;0
"Polygonum arenarium";1;NA;NA;0
"Polygonum arenarium arenarium";1;NA;NA;0
"Polygonum arenarium pulchellum";1;NA;NA;0
"Polygonum arenastrum";1;NA;NA;0
"Polygonum argyrocoleum";1;NA;NA;0
"Polygonum aviculare";1;NA;NA;0
"Polygonum aviculare aviculare";1;NA;NA;0
"Polygonum aviculare rurivagum";1;NA;NA;0
"Polygonum bellardii";1;NA;NA;0
"Polygonum brasiliense";1;NA;NA;0
"Polygonum cognatum";1;NA;NA;0
"Polygonum douglasii";NA;NA;NA;0
"Polygonum equisetiforme";NA;NA;NA;0
"Polygonum erectum";NA;NA;NA;0
"Polygonum fowleri";NA;NA;NA;0
"Polygonum graminifolium";1;NA;NA;0
"Polygonum humifusum";NA;NA;NA;0
"Polygonum hydropiperoides";1;NA;NA;0
"Polygonum lacerum";1;NA;NA;0
"Polygonum maritimum";1;NA;NA;0
"Polygonum minimum";NA;NA;NA;0
"Polygonum orientale";1;NA;NA;0
"Polygonum oxyspermum";1;0;NA;0
"Polygonum oxyspermum raii";1;NA;NA;0
"Polygonum patulum";1;NA;NA;0
"Polygonum persicaria";NA;NA;NA;0
"Polygonum plebejum";1;NA;NA;0
"Polygonum polycnemoides";1;NA;NA;0
"Polygonum posumbu";1;NA;NA;0
"Polygonum punctatum";1;NA;NA;0
"Polygonum ramosissimum";1;NA;NA;0
"Polygonum ramosissimum prolificum";NA;NA;NA;0
"Polygonum rigidum";1;NA;NA;0
"Polygonum romanum gallicum";NA;NA;NA;0
"Polygonum salicifolium";1;NA;NA;0
"Polygraphus proximus";1;NA;NA;0
"Polygyra cereolus";1;0;NA;0
"Polylabris mamaevi";NA;NA;NA;1
"Polylepis racemosa";1;NA;NA;0
"Polymerus testaceipes";NA;NA;NA;0
"Polynema striaticorne";NA;NA;NA;0
"Polyodon spathula";0;1;NA;0
"Polyopes lancifolius";NA;NA;NA;1
"Polyozus galbanus";NA;NA;NA;0
"Polypedates leucomystax";1;1;NA;0
"Polypedates megacephalus";NA;1;NA;0
"Polyphylla fullo";1;NA;NA;0
"Polyplax spinulosa";1;NA;NA;0
"Polyplectron napoleonis";1;0;0;0
"Polypodium cambricum";1;NA;NA;NA
"Polypodium hesperium";1;NA;NA;NA
"Polypodium hydriforme";0;1;NA;1
"Polypogon australis";1;NA;NA;NA
"Polypogon chilensis";1;NA;NA;NA
"Polypogon elongatus";1;NA;NA;NA
"Polypogon fugax";1;NA;NA;NA
"Polypogon imberbis";1;NA;NA;NA
"Polypogon interruptus";1;NA;NA;NA
"Polypogon maritimus";1;NA;NA;NA
"Polypogon monspeliensis";1;NA;NA;NA
"Polypogon viridis";1;NA;NA;NA
"Polypremum procumbens";1;NA;NA;0
"Polypterus delhezi";0;1;NA;0
"Polypterus senegalus";0;1;NA;0
"Polyrhachis vigilans";1;NA;NA;0
"Polyscias australiana";1;NA;NA;0
"Polyscias balfouriana";1;NA;NA;0
"Polyscias cumingiana";1;NA;NA;0
"Polyscias filicifolia";1;NA;NA;0
"Polyscias fruticosa";1;NA;NA;0
"Polyscias guilfoylei";1;NA;NA;0
"Polyscias neraudiana";1;NA;NA;0
"Polyscias pinnata";NA;NA;NA;0
"Polyscias sambucifolia";NA;NA;NA;0
"Polyscias scutellaria";1;NA;NA;0
"Polysiphonia atlantica";NA;NA;NA;1
"Polysiphonia brodiei";NA;NA;NA;1
"Polysiphonia fucoides";NA;NA;NA;1
"Polysiphonia kampsaxii";NA;NA;NA;1
"Polysiphonia morrowii";NA;NA;NA;1
"Polysiphonia paniculata";NA;NA;NA;1
"Polysiphonia schneideri";NA;NA;NA;1
"Polysiphonia senticulosa";NA;NA;NA;1
"Polysiphonia setacea";NA;NA;NA;1
"Polysiphonia subtilissima";NA;1;NA;1
"Polysoma eumetalla";NA;NA;NA;0
"Polysphaeria multiflora";NA;NA;NA;0
"Polyspora axillaris";1;NA;NA;0
"Polystichum braunii";1;NA;NA;NA
"Polystichum lonchitis";1;NA;NA;NA
"Polystichum luctuosum";1;NA;NA;NA
"Polystichum munitum";1;NA;NA;NA
"Polystichum polyblepharum";1;NA;NA;NA
"Polystichum tagawanum";1;NA;NA;NA
"Polysticta stelleri";1;0;0;0
"Polytelis alexandrae";1;0;0;0
"Polytelis anthopeplus";1;0;0;0
"Polytelis swainsonii";1;0;0;0
"Polytrias indica";1;NA;NA;NA
"Polytus mellerborgi";1;NA;NA;0
"Polyxenus fasciculatus";1;0;NA;0
"Pomacanthus annularis";0;0;NA;1
"Pomacanthus arcuatus";0;0;NA;1
"Pomacanthus asfur";0;0;NA;1
"Pomacanthus imperator";0;0;NA;1
"Pomacanthus maculosus";0;0;NA;1
"Pomacanthus navarchus";0;0;NA;1
"Pomacanthus paru";0;0;NA;1
"Pomacanthus semicirculatus";0;0;NA;1
"Pomacanthus xanthometopon";0;0;NA;1
"Pomacea bridgesii";0;1;NA;0
"Pomacea canaliculata";0;1;NA;0
"Pomacea diffusa";0;1;NA;0
"Pomacea glauca";0;1;NA;0
"Pomacea maculata";0;1;NA;0
"Pomacea paludosa";0;1;NA;0
"Pomacea scalaris";0;1;NA;0
"Pomacea zeteki";0;1;NA;0
"Pomacentrus alleni";0;0;NA;1
"Pomacentrus coelestis";0;0;NA;1
"Pomadasys stridens";0;0;NA;1
"Pomaderris apetala";1;NA;NA;0
"Pomaderris aspera";NA;NA;NA;0
"Pomaderris kumeraho";1;NA;NA;0
